id,input_path,state_type,state_name,log_path,memory_gi,deployment_name,work_pool_name,area
3cc0b3df-3d47-44cd-8488-debc70878391,/nas/Dataset/s3/sia_aws_s3/sia-paxsapiens/raw/G-NKI01A/Planet/Yongbyon/20240604_DPRK_NFC_Yongbyon_arc_skysatscene_pansharpened_udm2/composite.tif,COMPLETED,Completed,,,EO-Detection-Ship,modint-prefect-workpool-2,130400359.0
2d04b91c-7c62-4238-bf24-458878c1bd8d,,COMPLETED,Completed,,,,,
b6947724-fb54-4d54-94b9-e49bfa218224,/nas/COG/planet/Y2024/M05/D14/planet_20240514_060111_ssc10_u0001/20240514_060111_ssc10_u0001_pansharpened_clip_cog.tif,COMPLETED,Completed,,,EO-Detection-Ship,modint-prefect-workpool-2,92702547.0
a736fc51-431e-4a58-9067-0c49a1703fa9,/nas/Projects/C-BIZ01A/Planet/OTR/CGKAirport/SkySat_20241013_012357_ssc12_u0001_pansharpened_clip_file_format.tif,COMPLETED,Completed,,64.0,SkySat-SR-RGBN,modint-prefect-workpool-2,119703051.0
0835dc34-7417-40fb-b499-901112996464,/nas/Dataset/s3/sia_aws_s3/sia-paxsapiens/raw/G-NKI01A/Planet/Yongbyon/20240619_DPRK_NFC_Yongbyon_arc_skysatscene_pansharpened_udm2/composite.tif,COMPLETED,Completed,,,EO-Detection-Train,modint-prefect-workpool-2,158413290.0
e5f8651a-dc68-4371-8b4b-833965911f12,,COMPLETED,Completed,,,,,
57818dbc-73b3-4bcd-8c59-eeb5d04705ca,/nas/Dataset/s3/sia_aws_s3/sia-paxsapiens/raw/G-NKI01A/Planet/Yongbyon/20240324_DPRK_NFC_Yongbyon_arc_skysatscene_pansharpened_udm2/composite.tif,COMPLETED,Completed,,,EO-Detection-Train,modint-prefect-workpool-2,162872100.0
24fe1fea-e159-48c7-8702-dd281161a0e3,/nas/Dataset/s3/sia_aws_s3/sia-paxsapiens/raw/G-NKI01A/Planet/Yongbyon/20241124_DPRK_NFC_Yongbyon_arс_skysatscene_pansharpened_udm2/composite.tif,COMPLETED,Completed,,,EO-Detection-Train,modint-prefect-workpool-2,130611090.0
dd7b3b2d-9e1e-442e-91db-91e4fb50c2ac,/nas/Projects/C-BIZ01A/Planet/OTR/MarinaBaySands/SkySat_20250303_005950_ssc2_u0002_pansharpened_clip_file_format.tif,COMPLETED,Completed,,64.0,SkySat-SR-RGBN,modint-prefect-workpool-2,178334416.0
fc7f6c7a-63fc-47f8-8f64-7dd657099934,/nas/Dataset/s3/sia_aws_s3/sia-paxsapiens/raw/G-NKI01A/Planet/Yongbyon/20240426_DPRK_NFC_Yongbyon_arc_skysatscene_pansharpened_udm2/composite.tif,COMPLETED,Completed,,,EO-Detection-Train,modint-prefect-workpool-2,165264300.0
