timestamp,level,flow_run_id,task_run_id,message
2025-10-31 05:09:57.993467+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,,Worker 'KubernetesWorker dd8da5d6-45af-4244-a22a-2d47ea425ac5' submitting flow run '1cd836da-87c8-441f-8247-4c35828f42a8'
2025-10-31 05:09:58.170864+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,,Creating Kubernetes job...
2025-10-31 05:09:58.366001+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,,Completed submission of flow run '1cd836da-87c8-441f-8247-4c35828f42a8'
2025-10-31 05:10:04.918490+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,,Opening process...
2025-10-31 05:10:07.577530+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,, > Running git_clone step...
2025-10-31 05:10:13.298774+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,,Beginning flow run 'whimsical-bulldog' for flow 'run-bhc-segmentation-flow'
2025-10-31 05:10:13.308563+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,,Using quad ID: L15-1744E-1269N
2025-10-31 05:10:13.473533+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,019a38ac-64a3-702a-a69a-079ae3f9b093,Finished in state Completed()
2025-10-31 05:10:13.477464+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,,Input path: /nas/Projects/N-BHC24A/modint-prefect-workspace/temp/vrt/40000_global_monthly_2025_09_mosaic_cog_L15-1744E-1269N.vrt
2025-10-31 05:10:13.479667+00:00,20,1cd836da-87c8-441f-8247-4c35828f42a8,,Output directory: /nas/Projects/N-BHC24A/segmentation
